2.460144287109375000e+03,3.456957519531250000e+03,3.510521972656250000e+03,3.541797119140625000e+03,3.563973144531250000e+03,3.581167724609375000e+03,3.595213134765625000e+03,3.607086181640625000e+03,3.617369384765625000e+03,3.626438964843750000e+03,3.634551025390625000e+03,3.641888916015625000e+03,3.648587158203125000e+03,3.654748779296875000e+03,3.660453125000000000e+03,3.665763427734375000e+03,3.670730712890625000e+03,3.675396484375000000e+03,3.679795166015625000e+03,3.683955810546875000e+03,3.687902832031250000e+03,3.691657226562500000e+03,3.695236816406250000e+03,3.698656982421875000e+03,3.701931640625000000e+03,3.705072509765625000e+03,3.708090087890625000e+03,3.710993896484375000e+03,3.713791748046875000e+03,3.716491699218750000e+03,3.719099853515625000e+03,3.721622314453125000e+03,3.724053955078125000e+03,3.726201416015625000e+03,3.727637939453125000e+03
2.413865722656250000e+03,3.407751220703125000e+03,3.461555419921875000e+03,3.492914550781250000e+03,3.515136474609375000e+03,3.532360107421875000e+03,3.546425781250000000e+03,3.558313720703125000e+03,3.568608154296875000e+03,3.577686767578125000e+03,3.585806152343750000e+03,3.593150146484375000e+03,3.599853515625000000e+03,3.606019287109375000e+03,3.611727294921875000e+03,3.617040527343750000e+03,3.622010498046875000e+03,3.626678466796875000e+03,3.631079101562500000e+03,3.635241210937500000e+03,3.639189697265625000e+03,3.642945312500000000e+03,3.646525878906250000e+03,3.649947021484375000e+03,3.653222412109375000e+03,3.656363769531250000e+03,3.659382080078125000e+03,3.662286376953125000e+03,3.665084716796875000e+03,3.667784912109375000e+03,3.670392089843750000e+03,3.672887695312500000e+03,3.675149658203125000e+03,3.676917968750000000e+03,3.678062500000000000e+03
2.368188720703125000e+03,3.359189697265625000e+03,3.413228271484375000e+03,3.444669921875000000e+03,3.466936767578125000e+03,3.484188964843750000e+03,3.498274169921875000e+03,3.510176757812500000e+03,3.520482177734375000e+03,3.529569580078125000e+03,3.537696044921875000e+03,3.545045898437500000e+03,3.551754150390625000e+03,3.557924072265625000e+03,3.563635498046875000e+03,3.568951904296875000e+03,3.573924316406250000e+03,3.578594482421875000e+03,3.582996826171875000e+03,3.587160400390625000e+03,3.591110351562500000e+03,3.594866943359375000e+03,3.598448486328125000e+03,3.601870605468750000e+03,3.605146484375000000e+03,3.608288574218750000e+03,3.611307617187500000e+03,3.614212158203125000e+03,3.617010986328125000e+03,3.619708496093750000e+03,3.622289306640625000e+03,3.624670898437500000e+03,3.626692382812500000e+03,3.628211669921875000e+03,3.629234375000000000e+03
2.323105468750000000e+03,3.311264648437500000e+03,3.365532226562500000e+03,3.397054931640625000e+03,3.419365722656250000e+03,3.436645751953125000e+03,3.450750244140625000e+03,3.462666992187500000e+03,3.472983154296875000e+03,3.482079101562500000e+03,3.490212646484375000e+03,3.497568115234375000e+03,3.504281005859375000e+03,3.510455078125000000e+03,3.516169921875000000e+03,3.521489013671875000e+03,3.526463867187500000e+03,3.531135986328125000e+03,3.535540039062500000e+03,3.539705322265625000e+03,3.543656250000000000e+03,3.547414062500000000e+03,3.550996582031250000e+03,3.554419189453125000e+03,3.557696044921875000e+03,3.560838867187500000e+03,3.563858154296875000e+03,3.566762939453125000e+03,3.569559082031250000e+03,3.572235839843750000e+03,3.574737792968750000e+03,3.576953125000000000e+03,3.578768066406250000e+03,3.580136962890625000e+03,3.581091552734375000e+03
2.278608398437500000e+03,3.263967529296875000e+03,3.318458984375000000e+03,3.350061279296875000e+03,3.372415039062500000e+03,3.389722412109375000e+03,3.403845703125000000e+03,3.415776123046875000e+03,3.426103027343750000e+03,3.435207275390625000e+03,3.443347412109375000e+03,3.450708496093750000e+03,3.457426025390625000e+03,3.463604003906250000e+03,3.469322021484375000e+03,3.474643798828125000e+03,3.479621093750000000e+03,3.484294921875000000e+03,3.488700683593750000e+03,3.492867431640625000e+03,3.496819580078125000e+03,3.500578369140625000e+03,3.504161621093750000e+03,3.507585205078125000e+03,3.510862548828125000e+03,3.514006103515625000e+03,3.517025390625000000e+03,3.519928222656250000e+03,3.522708984375000000e+03,3.525330810546875000e+03,3.527713134765625000e+03,3.529761230468750000e+03,3.531422119140625000e+03,3.532694824218750000e+03,3.533603271484375000e+03
2.234689697265625000e+03,3.217290283203125000e+03,3.272000244140625000e+03,3.303680664062500000e+03,3.326076660156250000e+03,3.343410644531250000e+03,3.357552490234375000e+03,3.369496093750000000e+03,3.379833496093750000e+03,3.388945800781250000e+03,3.397092529296875000e+03,3.404458984375000000e+03,3.411181152343750000e+03,3.417362792968750000e+03,3.423083740234375000e+03,3.428408447265625000e+03,3.433387695312500000e+03,3.438063476562500000e+03,3.442470703125000000e+03,3.446638916015625000e+03,3.450592041015625000e+03,3.454351806640625000e+03,3.457936035156250000e+03,3.461360107421875000e+03,3.464638427734375000e+03,3.467781982421875000e+03,3.470799804687500000e+03,3.473691894531250000e+03,3.476434570312500000e+03,3.478969482421875000e+03,3.481217773437500000e+03,3.483122070312500000e+03,3.484670410156250000e+03,3.485876953125000000e+03,3.486753173828125000e+03
2.191342041015625000e+03,3.171224609375000000e+03,3.226148193359375000e+03,3.257905273437500000e+03,3.280342529296875000e+03,3.297702636718750000e+03,3.311862304687500000e+03,3.323819091796875000e+03,3.334166503906250000e+03,3.343286865234375000e+03,3.351439941406250000e+03,3.358811523437500000e+03,3.365538085937500000e+03,3.371723388671875000e+03,3.377447509765625000e+03,3.382774658203125000e+03,3.387755859375000000e+03,3.392433593750000000e+03,3.396842285156250000e+03,3.401011718750000000e+03,3.404966064453125000e+03,3.408726562500000000e+03,3.412311523437500000e+03,3.415736328125000000e+03,3.419015136718750000e+03,3.422157714843750000e+03,3.425168457031250000e+03,3.428034423828125000e+03,3.430714111328125000e+03,3.433143066406250000e+03,3.435263183593750000e+03,3.437050781250000000e+03,3.438515869140625000e+03,3.439674560546875000e+03,3.440527343750000000e+03
2.148557861328125000e+03,3.125762207031250000e+03,3.180894775390625000e+03,3.212727294921875000e+03,3.235204833984375000e+03,3.252590332031250000e+03,3.266767578125000000e+03,3.278737304687500000e+03,3.289094482421875000e+03,3.298222412109375000e+03,3.306381835937500000e+03,3.313758544921875000e+03,3.320489257812500000e+03,3.326677978515625000e+03,3.332405029296875000e+03,3.337734619140625000e+03,3.342717773437500000e+03,3.347397216796875000e+03,3.351807373046875000e+03,3.355978027343750000e+03,3.359933349609375000e+03,3.363694824218750000e+03,3.367280517578125000e+03,3.370706054687500000e+03,3.373984130859375000e+03,3.377122314453125000e+03,3.380115722656250000e+03,3.382936523437500000e+03,3.385533691406250000e+03,3.387852050781250000e+03,3.389858886718750000e+03,3.391553710937500000e+03,3.392955810546875000e+03,3.394078613281250000e+03,3.394914306640625000e+03
2.106329833984375000e+03,3.080895507812500000e+03,3.136232421875000000e+03,3.168138671875000000e+03,3.190655761718750000e+03,3.208066162109375000e+03,3.222260498046875000e+03,3.234242675781250000e+03,3.244609619140625000e+03,3.253744873046875000e+03,3.261910400390625000e+03,3.269291992187500000e+03,3.276026855468750000e+03,3.282218994140625000e+03,3.287948730468750000e+03,3.293280517578125000e+03,3.298265869140625000e+03,3.302946777343750000e+03,3.307358398437500000e+03,3.311530029296875000e+03,3.315486328125000000e+03,3.319248779296875000e+03,3.322835205078125000e+03,3.326260742187500000e+03,3.329536132812500000e+03,3.332663085937500000e+03,3.335624755859375000e+03,3.338382812500000000e+03,3.340887451171875000e+03,3.343100341796875000e+03,3.345010986328125000e+03,3.346632080078125000e+03,3.347985351562500000e+03,3.349080566406250000e+03,3.349903076171875000e+03
2.064650878906250000e+03,3.036616699218750000e+03,3.092153076171875000e+03,3.124131835937500000e+03,3.146687744140625000e+03,3.164122314453125000e+03,3.178333496093750000e+03,3.190327880859375000e+03,3.200704101562500000e+03,3.209846679687500000e+03,3.218018066406250000e+03,3.225404296875000000e+03,3.232143310546875000e+03,3.238338623046875000e+03,3.244071044921875000e+03,3.249405029296875000e+03,3.254392089843750000e+03,3.259074707031250000e+03,3.263487548828125000e+03,3.267660400390625000e+03,3.271617675781250000e+03,3.275380859375000000e+03,3.278967529296875000e+03,3.282391601562500000e+03,3.285660156250000000e+03,3.288765380859375000e+03,3.291681884765625000e+03,3.294363281250000000e+03,3.296773681640625000e+03,3.298891357421875000e+03,3.300721679687500000e+03,3.302283447265625000e+03,3.303598144531250000e+03,3.304671875000000000e+03,3.305484130859375000e+03
